Date,Index
1983-08-15,1.1060856580734253
1983-08-16,1.1060856580734253
1983-08-17,1.1060856580734253
1983-08-18,1.1060856580734253
1983-08-19,1.1216397285461426
1983-08-22,1.1216397285461426
1983-08-23,3.4137733518537994
1983-08-24,3.420843854206934
1983-08-25,3.4120774789114847
1983-08-26,3.4079344353473697
1983-08-29,3.410129194617439
1983-08-30,3.38679394935567
1983-08-31,3.3842850668008158
1983-09-01,3.3550462810148685
1983-09-02,3.364400877189662
1983-09-06,3.3660189657521293
1983-09-07,3.380095222430167
1983-09-08,3.4406182352272547
1983-09-09,3.450280056032269
1983-09-12,3.5243620311366817
1983-09-13,3.5101275162286365
1983-09-14,3.5373509408700516
1983-09-15,3.5257216205071877
1983-09-16,3.5119223531921158
1983-09-19,3.5411170044066234
1983-09-20,3.5546421782633546
1983-09-21,3.542774600052803
1983-09-22,3.5353002540699707
1983-09-23,3.552808499156172
1983-09-26,3.5089861081539295
1983-09-27,3.520770355429855
1983-09-28,3.5043994777955643
1983-09-29,3.4934839395886286
1983-09-30,3.516034112201895
1983-10-03,3.5091186080390577
1983-10-04,3.521854398727471
1983-10-05,3.5249624187879967
1983-10-06,3.5592644420650337
1983-10-07,3.542423796335658
1983-10-10,3.5224898483746543
1983-10-11,3.556179261587366
1983-10-12,3.5969773112811025
1983-10-13,3.5603789394293717
1983-10-14,3.554186273296044
1983-10-17,3.5822707111244396
1983-10-18,3.503834925908903
1983-10-19,3.4016987765214566
1983-10-20,3.366638173669164
1983-10-21,3.405416717559306
1983-10-24,3.3721137392958256
1983-10-25,3.3115425538021217
1983-10-26,3.324933375360269
1983-10-27,3.3194828359591275
1983-10-28,3.284627493966088
1983-10-31,3.23819782832739
1983-11-01,3.13501211890933
1983-11-02,3.143878700979438
1983-11-03,3.1294884361514823
1983-11-04,3.1664192222198855
1983-11-07,3.25860711838694
1983-11-08,3.268873432699988
1983-11-09,3.3030645007678707
1983-11-10,3.4379669080547703
1983-11-11,3.4118557803148883
1983-11-14,3.415569043151219
1983-11-15,3.4445536992551933
1983-11-16,3.438251989160113
1983-11-17,3.4266842268649085
1983-11-18,3.453762078101621
1983-11-21,2.197042651532059
1983-11-22,2.229052466100212
1983-11-23,2.2405069614866724
1983-11-25,2.265329810710622
1983-11-28,2.299083954084241
1983-11-29,2.260545717427138
1983-11-30,2.268565061639186
1983-12-01,2.2758205590624794
1983-12-02,2.2439810554751127
1983-12-05,2.2428385158525868
1983-12-06,2.2736732710724894
1983-12-07,2.2548333187371945
1983-12-08,2.282624052553074
1983-12-09,2.255320589567291
1983-12-12,2.276042139576824
1983-12-13,2.251831129574168
1983-12-14,2.238119296611527
1983-12-15,2.2228699598790085
1983-12-16,2.2258268075338914
1983-12-19,2.231401555517152
1983-12-20,2.214472341683172
1983-12-21,2.203478903445044
1983-12-22,2.1831232908647715
1983-12-23,2.18503128200797
1983-12-27,2.158133659042215
1983-12-28,2.1451792194254846
1983-12-29,2.1611149262651153
1983-12-30,2.1705191831102706
1984-01-03,2.107323630832727
1984-01-04,2.0953192472838458
1984-01-05,2.131924305551513
1984-01-06,2.1734282474079394
1984-01-09,2.2322675832135204
1984-01-10,2.2338958022149105
1984-01-11,2.2159845022517373
1984-01-12,2.2038816805126187
1984-01-13,2.214475196613364
1984-01-16,2.2157687161640744
1984-01-17,2.2050489985530475
1984-01-18,2.1938848243584745
1984-01-19,2.2062666611746358
1984-01-20,2.201470760734556
1984-01-23,2.1768213413742283
1984-01-24,2.187994775353367
1984-01-25,2.216589696258372
1984-01-26,2.1449790995075335
1984-01-27,2.15200985674536
1984-01-30,2.0877234351228893
1984-01-31,2.094649052116528
1984-02-01,2.061744694586043
1984-02-02,2.0672223793391424
1984-02-03,1.9878771098411392
1984-02-06,1.9005741875664723
1984-02-07,1.868215111517609
1984-02-08,1.8147717203726317
1984-02-09,1.7988532873355036
1984-02-10,1.8709423266706713
1984-02-13,1.8924829810646642
1984-02-14,1.9427795643062957
1984-02-15,1.8788570040301855
1984-02-16,1.8451090648705881
1984-02-17,1.8614127580479638
1984-02-21,1.842509386238723
1984-02-22,1.863862864793154
1984-02-23,1.866742897664646
1984-02-24,1.8803009387887868
1984-02-27,1.8934558192960975
1984-02-28,1.8581011028722219
1984-02-29,1.8301413461215847
1984-03-01,1.8315076783085542
1984-03-02,1.8645673653328794
1984-03-05,1.8346608899506764
1984-03-06,1.8316343097012402
1984-03-07,1.8166555735704275
1984-03-08,1.7899268744395633
1984-03-09,1.7831847530657532
1984-03-12,1.7927811818779413
1984-03-13,1.7744068352971007
1984-03-14,1.774440051426239
1984-03-15,1.8400979737380612
1984-03-16,1.9821769170791839
1984-03-19,1.9376178624156228
1984-03-20,1.9587694518774306
1984-03-21,1.9479149770312696
1984-03-22,1.9137223631221025
1984-03-23,1.9204272033271717
1984-03-26,1.9583787596983653
1984-03-27,1.9808108232676087
1984-03-28,2.140871677348266
1984-03-29,2.1532461024501655
1984-03-30,2.1590991745904735
1984-04-02,2.133379318905811
1984-04-03,2.1200483894194884
1984-04-04,2.127238630894044
1984-04-05,2.1639522464585204
1984-04-06,2.19151108949047
1984-04-09,2.1028887442000346
1984-04-10,2.0147325905760214
1984-04-11,2.0470223051825216
1984-04-12,2.017556511401577
1984-04-13,2.0211214477064297
1984-04-16,2.0076515273366105
1984-04-17,2.060742293214557
1984-04-18,2.0653147373012986
1984-04-19,2.0678043882359387
1984-04-23,2.0547765664055313
1984-04-24,2.02791477223552
1984-04-25,2.0305484343760143
1984-04-26,2.0633481869324397
1984-04-27,2.079613920780511
1984-04-30,2.0116701889328277
1984-05-01,1.9914934363365862
1984-05-02,2.0430774056824097
1984-05-03,2.060363049121159
1984-05-04,2.0451071822736346
1984-05-07,2.0411740143399113
1984-05-08,2.049756667968963
1984-05-09,2.0850767939741885
1984-05-10,2.1088290654374613
1984-05-11,2.1227018546912686
1984-05-14,2.112297027836385
1984-05-15,2.2159124010880578
1984-05-16,2.2202955221929193
1984-05-17,2.1586406559074045
1984-05-18,2.1517942951053577
1984-05-21,2.1004430856047946
1984-05-22,2.0734115741385013
1984-05-23,2.05629593769996
1984-05-24,2.036122871494756
1984-05-25,2.0510558868616187
1984-05-29,2.0512984796291205
1984-05-30,2.0569667552771977
1984-05-31,2.0613258177730756
1984-06-01,2.0879132551034805
1984-06-04,2.1681386806674716
1984-06-05,2.144341766756929
1984-06-06,2.118018832176437
1984-06-07,2.097284230523048
1984-06-08,2.1035265530422884
1984-06-11,2.109788850382318
1984-06-12,2.104319377706566
1984-06-13,2.102266089866866
1984-06-14,2.116363243381187
1984-06-15,2.119458639439196
1984-06-18,2.1414779757842437
1984-06-19,2.1776131152088753
1984-06-20,2.1939531688831586
1984-06-21,2.2016271599851023
1984-06-22,2.224252784759225
1984-06-25,2.268165797030351
1984-06-26,2.2857596504172326
1984-06-27,2.2761488839212083
1984-06-28,2.256894387854793
1984-06-29,2.318262361168447
1984-07-02,2.2909934659184947
1984-07-03,2.2988925637681605
1984-07-05,2.304947642037857
1984-07-06,2.287972056582758
1984-07-09,2.3254331093876814
1984-07-10,2.333820803763203
1984-07-11,2.3204074477258025
1984-07-12,2.3100364189621345
1984-07-13,2.3715501611983285
1984-07-16,2.36514770800419
1984-07-17,2.3781156270624617
1984-07-18,2.3442294634916845
1984-07-19,2.345938040927682
1984-07-20,2.310879534939004
1984-07-23,2.2904623570306084
1984-07-24,2.185202598896779
1984-07-25,2.1847348748163604
1984-07-26,2.204969022546658
1984-07-27,2.2615175256961493
1984-07-30,2.2605210053307276
1984-07-31,2.2602418407508154
1984-08-01,2.319235657304767
1984-08-02,2.375168158991621
1984-08-03,2.5097920256805564
1984-08-06,2.5348762634243185
1984-08-07,2.5235092774148598
1984-08-08,2.5044443600299484
1984-08-09,2.5257066289738646
1984-08-10,2.5514435941606415
1984-08-13,2.5282565348372903
1984-08-14,2.547239099975804
1984-08-15,2.5819457676216637
1984-08-16,2.69865856350323
1984-08-17,2.693006983999801
1984-08-20,2.6381139008634156
1984-08-21,2.636323811216669
1984-08-22,2.659826166196056
1984-08-23,2.632460527461692
1984-08-24,2.596333062598398
1984-08-27,2.550968583968535
1984-08-28,2.589914610834536
1984-08-29,2.646056384054557
1984-08-30,2.6144569209256208
1984-08-31,2.6342252898047396
1984-09-04,2.616309231223419
1984-09-05,2.5919351437194305
1984-09-06,2.5952329109978867
1984-09-07,2.5665945183694365
1984-09-10,2.5491381447468155
1984-09-11,2.5482411055613934
1984-09-12,2.5405857042314235
1984-09-13,2.547880979111095
1984-09-14,2.588686774357972
1984-09-17,2.616189952217487
1984-09-18,2.5403680024332322
1984-09-19,2.541704455800841
1984-09-20,2.533016879121324
1984-09-21,2.517187518371911
1984-09-24,2.478099772154442
1984-09-25,2.4650763638563236
1984-09-26,2.5218886177579902
1984-09-27,2.544101384599352
1984-09-28,2.5145984830896144
1984-10-01,2.4850991050369844
1984-10-02,2.478524845636114
1984-10-03,2.43110895617155
1984-10-04,2.4354668855817243
1984-10-05,2.479450167743594
1984-10-08,2.4494915233357712
1984-10-09,2.42640688710674
1984-10-10,2.3288606355376795
1984-10-11,2.356725458197271
1984-10-12,2.3638982800919734
1984-10-15,2.340994641038529
1984-10-16,2.32535330619183
1984-10-17,2.29780072374099
1984-10-18,2.3910264319189505
1984-10-19,2.3986776307156195
1984-10-22,2.424888117172544
1984-10-23,2.471309543810567
1984-10-24,2.4600442774153786
1984-10-25,2.4540770479253853
1984-10-26,2.4388249674489284
1984-10-29,2.4090300094297614
1984-10-30,2.39421261551305
1984-10-31,2.4114917839397334
1984-11-01,2.4341989513008544
1984-11-02,2.4022832920352055
1984-11-05,2.4068317315657115
1984-11-06,2.4714567960424656
1984-11-07,2.4889596116516657
1984-11-08,2.523905755233659
1984-11-09,2.548480883107259
1984-11-12,2.5778440026213163
1984-11-13,2.5510066283803265
1984-11-14,2.5385010265825008
1984-11-15,2.5710790580479816
1984-11-16,2.530880942019937
1984-11-19,2.5093698265169406
1984-11-20,2.451203030375502
1984-11-21,2.438039514301396
1984-11-23,2.461130939764945
1984-11-26,2.4491639163613725
1984-11-27,2.426753633833557
1984-11-28,2.4246381679310725
1984-11-29,2.443431408082493
1984-11-30,2.44505667453738
1984-12-03,2.4313255659274167
1984-12-04,2.4198890084076345
1984-12-05,2.4146972475329465
1984-12-06,2.418275137112178
1984-12-07,2.4094957294842008
1984-12-10,2.4112679252015496
1984-12-11,2.410859254781851
1984-12-12,2.426617117427851
1984-12-13,2.421681678922577
1984-12-14,2.459051733426276
1984-12-17,2.473469120978251
1984-12-18,2.5259317347767536
1984-12-19,2.5334909606960982
1984-12-20,2.543757078663866
1984-12-21,2.5655124502832876
1984-12-24,2.573556160329793
1984-12-26,2.536080040282654
1984-12-27,2.5380769955933005
1984-12-28,2.522648236922942
1984-12-31,2.5508448320802106
1985-01-02,2.5256539206243946
1985-01-03,2.642936612288851
1985-01-04,2.7288937530075312
1985-01-07,2.8415717155356006
1985-01-08,2.8423040866388405
1985-01-09,2.878350655153044
1985-01-10,2.8307253377662
1985-01-11,2.8757803548326937
1985-01-14,2.8058029240324784
1985-01-15,2.8196138159139825
1985-01-16,2.858251534082572
1985-01-17,2.8546760580307966
1985-01-18,2.94505374163888
1985-01-21,2.999120074142742
1985-01-22,3.0051881140347394
1985-01-23,3.0528321238855955
1985-01-24,3.0627039334095096
1985-01-25,3.062476579108238
1985-01-28,3.1650645041582774
1985-01-29,3.200649029050626
1985-01-30,3.2546955892974356
1985-01-31,3.1839956633069946
1985-02-01,3.1218788796489996
1985-02-04,3.0993422777226423
1985-02-05,3.167656334745941
1985-02-06,3.197714993066089
1985-02-07,3.214520728027786
1985-02-08,3.1943701768517516
1985-02-11,3.1259835032136554
1985-02-12,3.07641687108009
1985-02-13,3.0858238608723223
1985-02-14,3.1021871068102485
1985-02-15,3.0952762600753676
1985-02-19,3.1007363608338103
1985-02-20,3.097233214226781
1985-02-21,3.097328446360229
1985-02-22,3.0984061826768157
1985-02-25,3.0072770988781734
1985-02-26,3.053236473718669
1985-02-27,3.0200953512769484
1985-02-28,3.079711429137716
1985-03-01,3.1839246183758854
1985-03-04,3.168190028876455
1985-03-05,3.2210060399849123
1985-03-06,3.240184669869488
1985-03-07,3.1897727732447168
1985-03-08,3.209643419745767
1985-03-11,3.1573890304785577
1985-03-12,3.184188638007435
1985-03-13,3.18723707038171
1985-03-14,3.1641668617057634
1985-03-15,3.1928082508795876
1985-03-18,3.245515755699845
1985-03-19,3.2706530676209518
1985-03-20,3.4482422251586646
1985-03-21,3.5385630092405185
1985-03-22,3.4558138774778566
1985-03-25,3.60503849747748
1985-03-26,3.5952321964521414
1985-03-27,3.5438870124642072
1985-03-28,3.544397846707853
1985-03-29,3.579637187974062
1985-04-01,3.57189549793313
1985-04-02,3.5597877534957947
1985-04-03,3.614992913332472
1985-04-04,3.626311788250809
1985-04-08,3.6269191128719602
1985-04-09,3.722556200353555
1985-04-10,3.795826998365543
1985-04-11,3.777338882096609
1985-04-12,3.695550934487624
1985-04-15,3.6586020651485347
1985-04-16,3.6779226727017775
1985-04-17,3.6995741381923857
1985-04-18,3.6814648161557537
1985-04-19,3.7015390544531535
1985-04-22,3.701579015692233
1985-04-23,3.7096275024249774
1985-04-24,3.7523555779905493
1985-04-25,3.711243692711556
1985-04-26,3.7167921824570684
