,Date,Open,High,Low,Close,Adj Close,Volume
0,2023-01-23,35.380001068115234,35.90999984741211,35.27000045776367,35.7599983215332,35.58339309692383,44997300
1,2023-01-24,35.70000076293945,35.939998626708984,35.29999923706055,35.779998779296875,35.603294372558594,34333500
2,2023-01-25,35.470001220703125,36.06999969482422,35.459999084472656,36.060001373291016,35.88191223144531,38458700
3,2023-01-26,36.150001525878906,36.310001373291016,35.90999984741211,36.25,36.07097244262695,29944200
4,2023-01-27,36.20000076293945,36.459999084472656,36.150001525878906,36.25,36.07097244262695,30787400
5,2023-01-30,36.060001373291016,36.33000183105469,36.0099983215332,36.06999969482422,35.89186096191406,31595000
6,2023-01-31,36.13999938964844,36.56999969482422,35.970001220703125,36.560001373291016,36.37944412231445,30282100
7,2023-02-01,36.18000030517578,36.880001068115234,36.099998474121094,36.560001373291016,36.37944412231445,51418700
8,2023-02-02,36.7599983215332,36.810001373291016,36.369998931884766,36.65999984741211,36.478946685791016,42107300
9,2023-02-03,36.369998931884766,36.900001525878906,36.36000061035156,36.59000015258789,36.40929412841797,43155000
10,2023-02-06,36.380001068115234,36.59000015258789,36.29999923706055,36.58000183105469,36.39934539794922,32273600
11,2023-02-07,36.349998474121094,37.11000061035156,36.349998474121094,37.0,36.81726837158203,33000500
12,2023-02-08,36.72999954223633,37.099998474121094,36.68000030517578,36.779998779296875,36.59835433959961,34555500
13,2023-02-09,36.93000030517578,37.040000915527344,36.290000915527344,36.369998931884766,36.19038009643555,44329600
14,2023-02-10,36.189998626708984,36.52000045776367,36.06999969482422,36.4900016784668,36.309791564941406,28108900
15,2023-02-13,36.470001220703125,36.90999984741211,36.439998626708984,36.90999984741211,36.72771453857422,32209000
16,2023-02-14,36.84000015258789,37.08000183105469,36.47999954223633,36.709999084472656,36.52870178222656,33525300
17,2023-02-15,36.41999816894531,36.77000045776367,36.369998931884766,36.75,36.568504333496094,28510000
18,2023-02-16,36.400001525878906,36.65999984741211,36.310001373291016,36.380001068115234,36.20033264160156,34379100
19,2023-02-17,36.20000076293945,36.439998626708984,36.09000015258789,36.38999938964844,36.21028137207031,35889800
20,2023-02-21,36.08000183105469,36.130001068115234,35.47999954223633,35.63999938964844,35.463985443115234,36425200
21,2023-02-22,35.63999938964844,35.779998779296875,35.40999984741211,35.599998474121094,35.4241828918457,31065200
22,2023-02-23,35.75,35.91999816894531,35.29999923706055,35.630001068115234,35.454036712646484,42357600
23,2023-02-24,35.31999969482422,35.77000045776367,35.2599983215332,35.65999984741211,35.48388671875,48732600
24,2023-02-27,35.9900016784668,36.04999923706055,35.58000183105469,35.650001525878906,35.47393798828125,31664600
25,2023-02-28,35.70000076293945,35.900001525878906,35.61000061035156,35.720001220703125,35.5435905456543,32531400
26,2023-03-01,35.560001373291016,35.7599983215332,35.459999084472656,35.599998474121094,35.4241828918457,32790300
27,2023-03-02,35.38999938964844,35.470001220703125,35.0099983215332,35.43000030517578,35.25502395629883,38401900
28,2023-03-03,35.56999969482422,36.0,35.5,35.9900016784668,35.812259674072266,33091600
29,2023-03-06,36.0099983215332,36.2400016784668,35.90999984741211,36.02000045776367,35.84210968017578,30111100
30,2023-03-07,35.88999938964844,35.91999816894531,35.0,35.09000015258789,34.91670227050781,53804400
31,2023-03-08,35.04999923706055,35.2400016784668,34.779998779296875,34.959999084472656,34.7873420715332,50860300
32,2023-03-09,34.7599983215332,34.81999969482422,33.369998931884766,33.540000915527344,33.374359130859375,107108500
33,2023-03-10,33.150001525878906,33.720001220703125,32.529998779296875,32.93000030517578,32.76736831665039,166569400
34,2023-03-13,31.760000228881836,32.31999969482422,31.3700008392334,31.6299991607666,31.47378921508789,165965900
35,2023-03-14,32.84000015258789,32.849998474121094,31.8700008392334,32.27000045776367,32.11063003540039,128115500
36,2023-03-15,31.360000610351562,31.540000915527344,30.959999084472656,31.40999984741211,31.2548770904541,132235000
37,2023-03-16,31.200000762939453,32.34000015258789,30.899999618530273,32.0099983215332,31.851911544799805,133892600
38,2023-03-17,31.709999084472656,31.709999084472656,30.899999618530273,30.979999542236328,30.82699966430664,136760600
39,2023-03-20,31.06999969482422,31.440000534057617,31.020000457763672,31.170000076293945,31.170000076293945,75384500
40,2023-03-21,31.8799991607666,32.040000915527344,31.809999465942383,31.959999084472656,31.959999084472656,115899200
41,2023-03-22,31.959999084472656,32.04999923706055,31.200000762939453,31.219999313354492,31.219999313354492,67874100
42,2023-03-23,31.280000686645508,31.600000381469727,30.790000915527344,31.010000228881836,31.010000228881836,82366300
43,2023-03-24,30.6299991607666,31.020000457763672,30.389999389648438,30.989999771118164,30.989999771118164,76619100
44,2023-03-27,31.520000457763672,31.59000015258789,31.239999771118164,31.420000076293945,31.420000076293945,61393300
45,2023-03-28,31.3799991607666,31.520000457763672,31.219999313354492,31.40999984741211,31.40999984741211,42980100
46,2023-03-29,31.75,31.8799991607666,31.610000610351562,31.8700008392334,31.8700008392334,52147200
47,2023-03-30,32.099998474121094,32.119998931884766,31.6200008392334,31.799999237060547,31.799999237060547,45061700
48,2023-03-31,31.979999542236328,32.15999984741211,31.860000610351562,32.150001525878906,32.150001525878906,49016200
49,2023-04-03,32.119998931884766,32.34000015258789,32.02000045776367,32.209999084472656,32.209999084472656,51213500
50,2023-04-04,32.290000915527344,32.34000015258789,31.700000762939453,31.90999984741211,31.90999984741211,45939300
