,Date,Open,High,Low,Close,Adj Close,Volume
0,2023-01-23,68.98999786376953,69.91999816894531,68.69000244140625,69.25,68.74331665039062,9826300
1,2023-01-24,69.31999969482422,69.80999755859375,68.43000030517578,69.5999984741211,69.09075927734375,10329400
2,2023-01-25,68.58000183105469,68.81999969482422,67.95999908447266,68.66000366210938,68.15763854980469,12991500
3,2023-01-26,68.30000305175781,69.0,68.16999816894531,68.88999938964844,68.38594818115234,10180000
4,2023-01-27,68.73999786376953,69.19000244140625,68.47000122070312,68.88999938964844,68.38594818115234,7712900
5,2023-01-30,68.63999938964844,69.36000061035156,68.52999877929688,68.58000183105469,68.0782241821289,7780500
6,2023-01-31,68.7699966430664,69.11000061035156,67.95999908447266,69.08999633789062,68.58448791503906,9721200
7,2023-02-01,68.76000213623047,69.69999694824219,68.2699966430664,69.20999908447266,68.70361328125,15472300
8,2023-02-02,69.25,70.12999725341797,68.70999908447266,69.36000061035156,68.8525161743164,12498500
9,2023-02-03,68.73999786376953,69.01000213623047,67.0,67.91000366210938,67.41312408447266,12681100
10,2023-02-06,67.66000366210938,68.55000305175781,67.54000091552734,68.48999786376953,67.98887634277344,15707100
11,2023-02-07,68.18000030517578,68.68000030517578,67.51000213623047,68.45999908447266,67.95909881591797,10562200
12,2023-02-08,68.05999755859375,68.08999633789062,66.97000122070312,67.30999755859375,66.81751251220703,11235700
13,2023-02-09,67.47000122070312,67.83999633789062,66.27999877929688,66.38999938964844,65.90424346923828,10357600
14,2023-02-10,66.45999908447266,67.7699966430664,66.37999725341797,67.70999908447266,67.21458435058594,15481700
15,2023-02-13,67.73999786376953,68.29000091552734,67.73999786376953,68.12000274658203,67.62158966064453,8091900
16,2023-02-14,68.05000305175781,68.5199966430664,67.47000122070312,67.83000183105469,67.33370971679688,7075200
17,2023-02-15,67.44000244140625,68.31999969482422,67.44000244140625,68.2699966430664,67.7704849243164,5510000
18,2023-02-16,67.5999984741211,68.06999969482422,67.02999877929688,67.75,67.2542953491211,9199800
19,2023-02-17,67.7699966430664,68.80000305175781,67.41000366210938,68.4800033569336,67.97895812988281,10936600
20,2023-02-21,67.9800033569336,68.16999816894531,67.1500015258789,67.19999694824219,66.70831298828125,8484500
21,2023-02-22,67.19000244140625,67.70999908447266,66.76000213623047,66.94000244140625,66.4502182006836,13375100
22,2023-02-23,67.23999786376953,67.23999786376953,66.30000305175781,66.58999633789062,66.10277557373047,10703300
23,2023-02-24,66.01000213623047,66.8499984741211,65.73999786376953,66.61000061035156,66.12263488769531,11575200
24,2023-02-27,66.94000244140625,67.58000183105469,66.0199966430664,66.16000366210938,65.67593383789062,10860300
25,2023-02-28,65.86000061035156,66.18000030517578,65.0,65.0,64.5244140625,20575900
26,2023-03-01,64.66000366210938,64.72000122070312,63.630001068115234,63.93000030517578,63.462242126464844,23638000
27,2023-03-02,63.84000015258789,65.18000030517578,63.75,65.13999938964844,64.66339111328125,15344300
28,2023-03-03,65.4000015258789,66.29000091552734,64.76000213623047,66.25,65.76526641845703,15087600
29,2023-03-06,66.29000091552734,66.7699966430664,66.19999694824219,66.56999969482422,66.08292388916016,12121600
30,2023-03-07,66.62999725341797,66.80000305175781,65.16000366210938,65.4800033569336,65.00090789794922,12027600
31,2023-03-08,65.45999908447266,66.11000061035156,65.20999908447266,65.9800033569336,65.49724578857422,13703700
32,2023-03-09,66.16000366210938,66.7699966430664,65.2300033569336,65.44999694824219,64.97111511230469,17033600
33,2023-03-10,65.7699966430664,65.7699966430664,64.08999633789062,64.41999816894531,63.94865417480469,20833200
34,2023-03-13,64.33999633789062,66.8499984741211,64.25,65.41000366210938,64.9314193725586,33835600
35,2023-03-14,65.9000015258789,66.80999755859375,65.62000274658203,66.2699966430664,65.78511810302734,17559200
36,2023-03-15,66.08000183105469,67.5999984741211,65.76000213623047,67.16999816894531,66.67853546142578,24168400
37,2023-03-16,66.91999816894531,68.01000213623047,66.66000366210938,67.62000274658203,67.125244140625,15823400
38,2023-03-17,67.45999908447266,67.5999984741211,66.47000122070312,66.97000122070312,66.4800033569336,17907300
39,2023-03-20,66.58000183105469,67.22000122070312,66.55999755859375,67.0,67.0,19419000
40,2023-03-21,67.11000061035156,67.19000244140625,64.7699966430664,65.6500015258789,65.6500015258789,25932500
41,2023-03-22,65.55999755859375,65.91000366210938,64.33000183105469,64.36000061035156,64.36000061035156,17896600
42,2023-03-23,64.37999725341797,65.0,63.380001068115234,63.70000076293945,63.70000076293945,16884500
43,2023-03-24,63.77000045776367,65.70999908447266,63.709999084472656,65.69000244140625,65.69000244140625,18056000
44,2023-03-27,65.88999938964844,66.36000061035156,65.58999633789062,65.7699966430664,65.7699966430664,14136900
45,2023-03-28,65.61000061035156,66.6500015258789,65.61000061035156,65.94999694824219,65.94999694824219,11019400
46,2023-03-29,66.30000305175781,67.0199966430664,66.30000305175781,66.91000366210938,66.91000366210938,9903900
47,2023-03-30,67.06999969482422,67.52999877929688,66.81999969482422,67.19999694824219,67.19999694824219,10292800
48,2023-03-31,67.41999816894531,67.72000122070312,67.02999877929688,67.69000244140625,67.69000244140625,11722000
49,2023-04-03,67.44000244140625,67.7300033569336,66.8499984741211,67.2300033569336,67.2300033569336,12035700
50,2023-04-04,67.19000244140625,67.69000244140625,67.01000213623047,67.56999969482422,67.56999969482422,10806900
51,2023-04-05,67.86000061035156,69.51000213623047,67.8499984741211,69.31999969482422,69.31999969482422,18837200
