,Date,Open,High,Low,Close,Adj Close,Volume
0,2023-01-23,72.76000213623047,73.22000122070312,72.55000305175781,72.8499984741211,72.50145721435547,12000200
1,2023-01-24,72.83000183105469,73.3499984741211,72.4000015258789,73.1500015258789,72.8000259399414,13465600
2,2023-01-25,72.70999908447266,73.33000183105469,72.3499984741211,73.33000183105469,72.97916412353516,11606800
3,2023-01-26,73.25,73.30999755859375,72.83000183105469,73.06999969482422,72.72040557861328,8081500
4,2023-01-27,73.0199966430664,73.19000244140625,72.51000213623047,72.86000061035156,72.51141357421875,10341700
5,2023-01-30,72.70999908447266,73.5,72.70999908447266,72.94999694824219,72.60098266601562,10463100
6,2023-01-31,73.08999633789062,73.75,72.87000274658203,73.73999786376953,73.38719940185547,8002700
7,2023-02-01,73.68000030517578,74.66000366210938,73.36000061035156,74.33000183105469,73.97438049316406,15447600
8,2023-02-02,73.83000183105469,74.16999816894531,73.36000061035156,73.69000244140625,73.33744049072266,12238800
9,2023-02-03,73.91000366210938,73.93000030517578,72.86000061035156,73.4000015258789,73.048828125,12874800
10,2023-02-06,73.27999877929688,73.62999725341797,73.2300033569336,73.48999786376953,73.13839721679688,7208900
11,2023-02-07,72.95999908447266,73.31999969482422,72.44999694824219,73.18000030517578,72.82987976074219,9268200
12,2023-02-08,72.77999877929688,72.91000366210938,72.48999786376953,72.62000274658203,72.2725601196289,8933500
13,2023-02-09,73.0,73.26000213623047,72.20999908447266,72.30000305175781,71.95409393310547,8341500
14,2023-02-10,72.30000305175781,73.02999877929688,72.1500015258789,72.97000122070312,72.62088775634766,8197200
15,2023-02-13,73.19000244140625,73.83000183105469,73.1500015258789,73.80000305175781,73.44691467285156,7440500
16,2023-02-14,73.75,73.77999877929688,72.87999725341797,73.12999725341797,72.78012084960938,9344700
17,2023-02-15,72.9800033569336,73.29000091552734,72.68000030517578,73.2699966430664,72.91944885253906,9006000
18,2023-02-16,72.62000274658203,73.18000030517578,72.30999755859375,72.73999786376953,72.39198303222656,8355100
19,2023-02-17,72.52999877929688,73.70999908447266,72.52999877929688,73.68000030517578,73.3274917602539,11116000
20,2023-02-21,73.37999725341797,73.79000091552734,73.01000213623047,73.4000015258789,73.048828125,8974700
21,2023-02-22,73.5,74.01000213623047,73.11000061035156,73.29000091552734,72.9393539428711,8851000
22,2023-02-23,73.36000061035156,73.55999755859375,72.75,73.19999694824219,72.84978485107422,12700000
23,2023-02-24,72.66000366210938,72.83000183105469,72.2699966430664,72.70999908447266,72.36212921142578,11340600
24,2023-02-27,73.05999755859375,73.26000213623047,72.47000122070312,72.62999725341797,72.28250885009766,10162300
25,2023-02-28,72.33000183105469,72.45999908447266,72.0,72.02999877929688,71.68537902832031,9757300
26,2023-03-01,71.80999755859375,71.88999938964844,70.93000030517578,71.5,71.15792083740234,10475000
27,2023-03-02,71.51000213623047,72.62000274658203,71.44000244140625,72.4800033569336,72.13323211669922,9876000
28,2023-03-03,72.4800033569336,72.61000061035156,71.87000274658203,72.54000091552734,72.19294738769531,12384300
29,2023-03-06,72.33999633789062,72.83999633789062,72.30999755859375,72.7300033569336,72.38203430175781,8356000
30,2023-03-07,72.73999786376953,72.9800033569336,71.88999938964844,72.01000213623047,71.66548156738281,10059400
31,2023-03-08,71.94000244140625,72.20999908447266,71.69000244140625,72.12999725341797,71.78490447998047,11170800
32,2023-03-09,72.41000366210938,72.52999877929688,71.25,71.45999908447266,71.11811065673828,15612700
33,2023-03-10,71.5999984741211,71.87999725341797,70.8499984741211,71.11000061035156,70.76978302001953,19026300
34,2023-03-13,71.04000091552734,72.58000183105469,71.0,71.47000122070312,71.12806701660156,29831400
35,2023-03-14,71.68000030517578,72.16000366210938,71.43000030517578,72.12000274658203,71.77495574951172,19139200
36,2023-03-15,71.6500015258789,72.68000030517578,71.48999786376953,72.58999633789062,72.2426986694336,21438000
37,2023-03-16,72.54000091552734,72.70999908447266,72.12999725341797,72.63999938964844,72.29246520996094,15712500
38,2023-03-17,72.54000091552734,72.66000366210938,71.79000091552734,72.11000061035156,71.76499938964844,13283900
39,2023-03-20,72.04000091552734,72.83000183105469,72.01000213623047,72.76000213623047,72.76000213623047,14130900
